id,name,facility_type,ownership,district,district_mapping_confident,subdistrict,pincode,latitude,longitude,coordinate_status,coordinate_confidence,coordinate_source,source,source_record_id,verification_status,facility_category,facility_care_type,medicine_system,telephone,mobile_number,emergency_number,website,specialties_raw,service_availability_default,diagnostic_availability_default,medicine_availability_default
MED-WB-FAC-001544,Pichhaboni Sc,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar II,,21.718483,87.662567,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001544,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001545,Daudpur SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.71895,87.716083,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001545,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001546,Shibnagar Abad II,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Namkhana Block,,21.719317,88.245883,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001546,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001547,Dwariknagar,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Namkhana Block,,21.719433,88.255017,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001547,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001548,Sumatinagar,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.72225,88.149367,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001548,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001549,Biramput SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.722633,87.813567,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001549,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001550,Amritbar SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar II,,21.722883,87.579433,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001550,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001551,Debanagar,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Namkhana Block,,21.722917,88.2288,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001551,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001552,Deshduttabarh SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.72325,87.780233,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001552,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001553,Nimdasbarh SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.725167,87.666583,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001553,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001554,Hamirpur SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar II,,21.725183,87.53665,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001554,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001555,Bhuanjibar SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar II,,21.726233,87.6203,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001555,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001556,Sahapur Sc,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar II,,21.726333,87.642717,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001556,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001557,Krishnadaspur,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.72655,88.405517,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001557,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001558,Radhakrishnapur,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.727233,88.063933,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001558,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001559,Depal Sc,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar II,,21.729267,87.5512,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001559,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001560,Badhia SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar I,,21.729367,87.475417,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001560,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001561,Rudranagar,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.729483,88.105533,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001561,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001562,Depal G.P SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar II,,21.730333,87.558117,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001562,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001563,Bichunia SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Deshopran,,21.731,87.803933,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001563,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001564,Kishorinagar,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.733983,88.337833,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001564,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001565,Baksispur SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.734917,87.751333,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001565,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001566,Bhagbatpur,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.736833,88.313861,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001566,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001567,Sridharnagar I,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.737517,88.434283,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001567,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001568,Dhobaberia SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Deshopran,,21.738783,87.793367,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001568,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001569,Rakshaskhali,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.739683,88.366083,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001569,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001570,Gangapur,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.740917,88.41365,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001570,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001571,Aladarput SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Deshopran,,21.74103355,87.7917099,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001571,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001572,Shibnagar Abad I,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Namkhana Block,,21.74165,88.24995,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001572,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001573,Haradhanpur I,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.74195,88.153767,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001573,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001574,Punyabalibarh SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.742167,87.776117,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001574,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001575,Belboni SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar II,,21.742683,87.60205,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001575,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001576,Namkhana I,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Namkhana Block,,21.743683,88.230467,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001576,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001577,Kshetramohanpur,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.745483,88.353433,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001577,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001578,Khansahebabad,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.746833,88.125067,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001578,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001579,Kadua SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar II,,21.74735,87.598083,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001579,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001580,Paniparul HQ SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Egra II,,21.748317,87.5292,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001580,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001581,Kadua Mukundapur SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Deshopran,,21.749083,87.83315,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001581,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001582,Sahara SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Egra I,,21.750567,87.45625,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001582,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001583,Harinbari,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.751833,88.093683,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001583,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001584,Chatla SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Egra I,,21.752167,87.483617,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001584,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001585,Namkhana II,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Namkhana Block,,21.75225,88.217833,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001585,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001586,Chirulia SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Egra I,,21.75275,87.505383,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001586,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001587,Maitana SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar II,,21.7529,87.617967,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001587,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001588,Rakhalpur,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.753117,88.428317,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001588,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001589,Narasinghapur SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.753883,87.74335,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001589,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001590,Barabantalia SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Deshopran,,21.75405121,87.80301666,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001590,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001591,Naraharipur,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.7549,88.0845,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001591,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001592,Keoranala SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.755667,87.7223,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001592,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001593,Brajaballavpur I,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.756767,88.31455,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001593,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001594,Baradapur,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.756889,88.314472,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001594,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001595,Haradhanpur II,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.757417,88.140067,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001595,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001596,Ghatua SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.757533,87.699617,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001596,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001597,Benipur SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.758333,87.766783,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001597,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001598,Mahisagote SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.758667,87.66915,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001598,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001599,Betgeria SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.7586704,87.6692705,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001599,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001600,Manderpur SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Ramnagar II,,21.75985,87.63765,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001600,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001601,Khasramkar I,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.7611,88.116117,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001601,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001602,Iswaripur,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Namkhana Block,,21.761817,88.255467,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001602,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001603,Narayanpur PHC SC,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Namkhana Block,,21.763967,88.236933,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001603,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001604,Hamirmahal SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.7641463,87.6645578,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001604,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001605,Nayaput SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.76455,87.679617,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001605,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001606,Majna SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.7648611,87.6791075,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001606,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001607,Gopalchak SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Deshopran,,21.765533,87.837983,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001607,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001608,Kultikri SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Egra II,,21.767367,87.57255,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001608,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001609,Nandabhanga,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Namkhana Block,,21.767733,88.231717,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001609,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001610,Dakshin Laxminarayanpur,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.768194,88.340833,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001610,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001611,Siria SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.769417,87.701683,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001611,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001612,Kudveri SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.7699109,87.649362,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001612,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001613,Khurutia SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Egra II,,21.772017,87.538967,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001613,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001614,Namal SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Contai I,,21.772117,87.710133,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001614,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001615,Krishnagar,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.772183,88.093067,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001615,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001616,Sheepur HQSC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Egra I,,21.773967,87.471883,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001616,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001617,Khasramkar II,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.775267,88.1145,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001617,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001618,Nagendraganj,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.77535,88.159283,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001618,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001619,Narayanpur Part,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Namkhana Block,,21.775567,88.23795,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001619,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001620,Shibnagar,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.77665,88.416417,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001620,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001621,Jumki HQSC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Egra I,,21.777283,87.516967,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001621,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001622,Mahendraganj,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Sagore Block,,21.778017,88.131867,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001622,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001623,Upendranagar,sub_centre,government_public_health_system,24 PARAGANAS SOUTH,True,Patharpratima Block,,21.778467,88.446033,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001623,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001624,Kalikapur SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Deshopran,,21.78065,87.786,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001624,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
MED-WB-FAC-001625,Hansaria SC,sub_centre,government_public_health_system,MEDINIPUR EAST,True,Egra I,,21.781833,87.520833,PRESENT,SOURCE_REPORTED,ALL_INDIA_HEALTH_CENTRES_DIRECTORY,All India Health Centres Directory,HC-001625,SOURCE_COORDINATE_PRESENT,,,,,,,,,available,unavailable,available
